大手企業,（紹介予定）雇用形態備考,1日7時間以下勤務OK,期間・時間　勤務時間,派遣形態,正社員登用あり,残業月20時間未満,勤務地　備考,仕事の仕方,未経験OK
1,,0,8:45〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,長野県北佐久郡軽井沢町,1,1
1,,0,9:00〜17:30　<BR>※残業は月２０時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,大阪府大阪市西区,1,1
1,,0,8:30〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,栃木県宇都宮市,3,1
1,,0,8:30〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,栃木県宇都宮市,3,1
0,正社員,0,9:00〜18:00　<BR>※残業は月１５〜２０時間程度と少なめです。<BR>※休憩６５分です。,1,1,1,大阪府大阪市北区,5,1
0,正社員,0,9:00〜18:00　<BR>※残業は月１５〜２０時間程度と少なめです。<BR>※休憩６５分です。,1,1,1,大阪府大阪市北区,5,1
0,正社員,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,兵庫県神戸市中央区,5,1
0,正社員,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,兵庫県神戸市中央区,5,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市緑区,4,1
0,,0,9:00〜17:45　<BR>※残業はほとんどありません。<BR>※休憩は４５分です。,0,0,0,大阪府大阪市淀川区,3,1
0,,0,8:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,千葉県市川市,3,1
0,,0,8:30〜17:00　<BR>※休憩は４５分です。<BR>※１０時〜１５時の勤務も相談可能です。,0,0,0,兵庫県高砂市,3,1
0,,0,8:45〜17:30　<BR>※残業は月１０〜１５時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,大阪府大阪市西区,1,1
1,,1,9:00〜16:00　<BR>※休憩は６０分です。<BR>※１５時終業もＯＫです。,0,0,0,千葉県千葉市稲毛区,1,1
0,,0,9:00〜17:40　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府枚方市,1,1
0,,0,9:00〜17:40　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府枚方市,1,1
1,,1,9:00〜16:50　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,新潟県新潟市中央区,1,1
0,正社員,0,9:00〜17:30　<BR>※残業は月１０〜２０時間程度と少なめです。<BR>※休憩４５分です。,1,1,1,大阪府大阪市大正区,4,1
0,正社員,0,9:00〜17:30　<BR>※残業は月１０〜２０時間程度と少なめです。<BR>※休憩４５分です。,1,1,1,大阪府大阪市大正区,4,1
0,正社員,0,9:00〜18:00　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は６０分です。,1,1,1,京都府京都市下京区,5,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県相模原市南区,2,1
0,正社員,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,埼玉県さいたま市大宮区,4,1
0,正社員,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,埼玉県さいたま市大宮区,4,1
0,,0,8:45〜17:45　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,千葉県柏市,1,1
0,,0,9:00〜18:00　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,大阪府大阪市北区,5,1
0,,0,8:00〜17:00　<BR>※休憩６０分。９：００〜１８：００の勤務もあります。,0,0,0,神奈川県横浜市中区,5,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県大和市,3,1
0,正社員,0,8:00〜17:00　<BR>※休憩は６０分です。,1,1,0,福岡県飯塚市,3,1
0,正社員,0,8:00〜17:00　<BR>※休憩は６０分です。,1,1,0,福岡県飯塚市,3,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市中央区,1,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市中央区,1,1
1,,1,9:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市西区,4,1
1,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,兵庫県高砂市,1,1
0,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市西区,1,1
0,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市西区,1,1
0,,0,9:00〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は計６５分です。,0,0,0,埼玉県八潮市,1,1
0,契約社員,1,9:00〜17:00　<BR>※休憩は６０分です。<BR>※登用後は９時〜１６時勤務です。,1,0,0,千葉県木更津市,1,1
0,契約社員,1,9:00〜17:00　<BR>※休憩は６０分です。<BR>※登用後は９時〜１６時勤務です。,1,0,0,千葉県木更津市,1,1
0,,0,9:30〜18:15　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市淀川区,3,1
1,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市中区,3,1
0,,0,9:00〜17:30　<BR>※残業は月１０〜１５時間程度と少なめです。<BR>※休憩６０分です。,0,0,1,福岡県福岡市中央区,4,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市淀川区,5,1
0,,1,8:30〜16:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,青森県八戸市,1,1
0,,1,13:30〜17:00　<BR>※休憩はありません。１３：３０〜１６：００の勤務も選べます。,0,0,0,兵庫県神戸市中央区,1,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は４５分です。,0,0,0,神奈川県横浜市金沢区,1,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,奈良県奈良市,3,1
1,,0,8:30〜17:15　<BR>※休憩は計６０分です。,0,0,0,山形県天童市,1,1
1,,0,8:30〜17:15　<BR>※休憩は計６０分です。,0,0,0,山形県天童市,1,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市西区,2,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市西区,2,1
0,,1,9:00〜17:00　<BR>※残業は月１５時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,兵庫県神戸市灘区,1,1
0,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市中央区,2,1
0,正社員,0,8:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,千葉県市川市,1,1
0,,1,10:00〜15:45　<BR>※残業はほとんどありません。<BR>※休憩は４５分です。,0,0,0,千葉県柏市,5,1
0,,0,9:00〜17:00　<BR>※表記のうち実働５時間です。,0,0,0,兵庫県尼崎市,1,1
1,契約社員,0,9:30〜18:00　<BR>※残業は月５〜１５時間程度と少なめです。<BR>※休憩は６０分です。,1,0,1,大阪府大阪市中央区,2,1
1,契約社員,0,9:30〜18:00　<BR>※残業は月５〜１５時間程度と少なめです。<BR>※休憩は６０分です。,1,0,1,大阪府大阪市中央区,2,1
0,契約社員,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,0,0,岐阜県岐阜市,1,1
0,契約社員,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,0,0,岐阜県岐阜市,1,1
0,,1,9:00〜16:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,宮崎県宮崎市,5,1
0,,0,8:30〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は交代制で６０分です。,0,0,0,神奈川県藤沢市,4,1
0,,0,8:30〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は交代制で６０分です。,0,0,0,神奈川県藤沢市,4,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,埼玉県越谷市,5,1
0,,0,9:00〜18:00　<BR>※休憩は６０分です。,0,0,0,栃木県宇都宮市,2,1
1,,0,8:00〜16:36　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市西区,1,1
0,正社員,0,8:50〜17:20　<BR>※休憩６０分。<BR>※週１回の７：４５〜１６：１５勤務もあります。,1,1,0,愛知県名古屋市南区,5,1
0,契約社員,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,0,0,千葉県茂原市,1,1
0,契約社員,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,0,0,千葉県茂原市,1,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市青葉区,5,1
0,契約社員,1,9:00〜17:00　<BR>※休憩は６０分です。<BR>※直雇用後は９時〜１６時の勤務です。,1,0,0,千葉県柏市,5,1
0,契約社員,1,9:00〜17:00　<BR>※休憩は６０分です。<BR>※直雇用後は９時〜１６時の勤務です。,1,0,0,千葉県柏市,5,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,愛知県小牧市,4,1
0,,0,9:00〜18:00　<BR>※休憩６０分。<BR>※１３：００〜１８：００（休憩なし）も選択可。,0,0,0,千葉県千葉市中央区,1,1
1,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市中央区,1,1
1,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市中央区,1,1
0,,0,8:40〜17:20　<BR>※残業はほとんどありません。<BR>※休憩は４５分です。,0,0,0,茨城県日立市,1,1
0,,0,8:40〜17:20　<BR>※残業はほとんどありません。<BR>※休憩は４５分です。,0,0,0,茨城県日立市,1,1
0,,0,8:45〜17:15　<BR>※残業は月２０時間程度と少なめ。<BR>※休憩は４５分です。,0,0,1,大阪府箕面市,5,1
0,,0,8:45〜17:45　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,愛知県名古屋市中区,1,1
0,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は交代制で６０分です。,0,0,0,山梨県甲府市,2,1
0,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は交代制で６０分です。,0,0,0,山梨県甲府市,2,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,京都府京都市伏見区,2,1
1,,0,9:15〜17:30　<BR>※休憩６０分。７時４５分〜１６時と勤務時間の固定相談可能。,0,0,1,愛知県海部郡飛島村,1,1
1,,0,9:00〜18:00　<BR>※休憩は６０分です。,0,0,0,京都府京都市下京区,5,1
1,,0,8:45〜17:30　<BR>※残業は月１０〜２０時間程度と少なめです。<BR>※休憩は４５分です,0,0,1,神奈川県横浜市磯子区,2,1
0,,1,8:30〜16:30　<BR>※残業はほとんどありません。<BR>※繁忙時期有<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市神奈川区,3,1
0,,1,8:30〜16:30　<BR>※残業はほとんどありません。<BR>※繁忙時期有<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市神奈川区,3,1
0,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,福岡県北九州市八幡西区,2,1
0,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は計６０分です。,0,0,0,岐阜県各務原市,2,1
0,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は計６０分です。,0,0,0,岐阜県各務原市,2,1
0,,0,8:30〜17:15　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,神奈川県川崎市幸区,2,1
1,,0,9:00〜17:20　<BR>※残業は月１０〜１５時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,愛知県名古屋市西区,5,1
0,正社員,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,福岡県北九州市門司区,3,1
0,正社員,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,福岡県北九州市門司区,3,1
0,正社員,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,大阪府大阪市阿倍野区,1,1
0,正社員,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,大阪府大阪市阿倍野区,1,1
0,正社員,0,8:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は計９０分です。,1,1,0,香川県坂出市,1,1
0,契約社員,1,8:45〜16:45　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,0,0,京都府京都市北区,5,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,埼玉県さいたま市大宮区,1,1
0,,0,8:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,埼玉県比企郡滑川町,2,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市浪速区,5,1
0,,1,9:30〜17:00　<BR>※休憩６０分。１０：００〜１７：００の勤務もあります。,0,0,0,神奈川県横浜市鶴見区,1,1
0,,1,9:30〜17:00　<BR>※休憩６０分。１０：００〜１７：００の勤務もあります。,0,0,0,神奈川県横浜市鶴見区,1,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,埼玉県さいたま市大宮区,2,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,埼玉県さいたま市大宮区,2,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市中央区,5,1
1,,0,8:30〜17:30　<BR>※休憩６０分。<BR>※９時〜１７時３０分の勤務と選択可能です。,0,0,0,大阪府泉大津市,3,1
0,,0,8:30〜17:30　<BR>※休憩は６０分です。,0,0,0,岐阜県岐阜市,2,1
0,,0,8:30〜17:30　<BR>※休憩は６０分です。,0,0,0,岐阜県岐阜市,2,1
0,,1,9:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市西区,2,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,千葉県千葉市若葉区,2,1
0,契約社員,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,0,0,京都府京都市上京区,5,1
0,契約社員,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,0,0,京都府京都市上京区,5,1
1,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は４５分です。,0,0,0,千葉県千葉市中央区,2,1
0,,0,8:30〜17:30　<BR>※残業は月１５〜２０時間程度と少なめ。<BR>※休憩は計９０分です。,0,0,1,神奈川県秦野市,1,1
0,,0,8:30〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県川崎市高津区,4,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は４５分です。,0,0,0,神奈川県横浜市金沢区,1,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,京都府京都市下京区,4,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県川崎市中原区,2,1
0,,1,9:30〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市中区,3,1
0,契約社員,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,0,0,大阪府大阪市中央区,5,1
0,契約社員,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,0,0,大阪府大阪市中央区,5,1
0,,0,8:20〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県小田原市,2,1
0,,0,8:45〜17:30　<BR>※残業は月１０〜１５時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,京都府京都市伏見区,5,1
0,正社員,0,9:00〜17:30　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は６０分です。,1,1,1,千葉県浦安市,1,1
0,正社員,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,福岡県北九州市小倉北区,3,1
1,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,千葉県茂原市,2,1
0,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市福島区,1,1
0,正社員,1,10:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,京都府京都市下京区,3,1
0,,1,9:00〜16:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市浪速区,3,1
1,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,愛知県名古屋市中区,3,1
1,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,愛知県名古屋市西区,1,1
1,,0,8:45〜17:30　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,神奈川県横浜市神奈川区,1,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※繁忙時期有<BR>※休憩は４５分です。,0,0,0,神奈川県横須賀市,1,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※繁忙時期有<BR>※休憩は４５分です。,0,0,0,神奈川県横須賀市,1,1
0,,0,9:30〜18:00　<BR>※残業は月２０時間程度と少なめ。繁忙期有。休憩は６０分です。,0,0,1,埼玉県さいたま市大宮区,1,1
0,,0,9:30〜18:00　<BR>※残業は月２０時間程度と少なめ。繁忙期有。休憩は６０分です。,0,0,1,埼玉県さいたま市大宮区,1,1
1,,0,8:30〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市磯子区,5,1
0,,0,9:00〜17:30　<BR>※残業は月１０〜１５時間程度と少なめです。<BR>※休憩６０分です。,0,0,1,大阪府大阪市北区,4,1
0,,0,9:00〜17:30　<BR>※残業は月１０〜１５時間程度と少なめです。<BR>※休憩６０分です。,0,0,1,大阪府大阪市北区,4,1
0,正社員,0,9:10〜17:50　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,福岡県福岡市博多区,5,1
0,,0,9:00〜17:45　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,千葉県市川市,2,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市天王寺区,2,1
0,,0,8:45〜17:45　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,愛知県名古屋市中区,1,1
1,,1,13:00〜17:30　<BR>※残業はほとんどありません。,0,0,0,埼玉県さいたま市中央区,1,1
0,,0,9:00〜17:05　<BR>※残業はほとんどありません。<BR>※休憩は計５０分です。,0,0,0,神奈川県横浜市南区,4,1
0,正社員,0,8:30〜17:30　<BR>※休憩は６０分です。,1,1,0,千葉県松戸市,5,1
0,正社員,0,8:30〜17:30　<BR>※休憩は６０分です。,1,1,0,千葉県松戸市,5,1
1,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,愛知県名古屋市中区,1,1
0,,1,9:00〜16:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,千葉県柏市,1,1
0,,1,9:00〜16:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,千葉県柏市,1,1
0,,1,10:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市城東区,4,1
0,,0,8:30〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,京都府京都市下京区,1,1
0,,0,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は４５分です。,0,0,0,大阪府大阪市天王寺区,3,1
0,,0,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は４５分です。,0,0,0,大阪府大阪市天王寺区,3,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横須賀市,1,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横須賀市,1,1
0,,1,10:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,千葉県市川市,1,1
0,,1,10:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,千葉県市川市,1,1
1,,0,8:30〜17:15　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は４５分です。,0,0,1,茨城県稲敷郡阿見町,1,1
0,,0,8:30〜17:20　<BR>※残業はほとんどありません。<BR>※休憩は５０分です。,0,0,0,大阪府大阪市浪速区,1,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,京都府京都市伏見区,1,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横須賀市,1,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県川崎市川崎区,5,1
1,,0,8:30〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,兵庫県神戸市東灘区,2,1
0,,0,9:00〜17:40　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市淀川区,4,1
1,,0,8:45〜17:45　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,千葉県松戸市,1,1
1,,0,8:00〜16:36　<BR>※残業は月１０〜１５時間程度と少なめです。<BR>※休憩は６０分です,0,0,1,神奈川県横浜市西区,1,1
1,,0,8:00〜16:36　<BR>※残業は月１０〜１５時間程度と少なめです。<BR>※休憩は６０分です,0,0,1,神奈川県横浜市西区,1,1
0,正社員,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,愛知県名古屋市西区,3,1
0,,0,8:30〜17:00　<BR>※残業は月１０〜１５時間と少なめです。<BR>※休憩は６０分です。,0,0,1,神奈川県厚木市,1,1
0,,0,8:30〜17:00　<BR>※残業は月１０〜１５時間と少なめです。<BR>※休憩は６０分です。,0,0,1,神奈川県厚木市,1,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※繁忙時期有<BR>※休憩は６０分です。,0,0,0,神奈川県川崎市中原区,5,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※繁忙時期有<BR>※休憩は６０分です。,0,0,0,神奈川県川崎市中原区,5,1
1,パート社員,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,0,0,福岡県福岡市博多区,5,1
1,パート社員,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,0,0,福岡県福岡市博多区,5,1
0,,1,10:00〜18:00　<BR>※残業は月１０〜１５時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,大阪府大阪市北区,1,1
0,正社員,1,9:00〜16:00　<BR>※残業はほとんどありません。<BR>※休憩は計８０分です。,1,1,0,兵庫県明石市,5,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県川崎市中原区,5,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県川崎市中原区,5,1
1,,1,9:00〜17:00　<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市中区,4,0
1,,1,9:00〜17:00　<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市中区,4,0
0,,1,9:00〜16:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,千葉県千葉市中央区,1,1
0,,1,9:00〜16:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,千葉県千葉市中央区,1,1
0,,0,9:00〜17:30　<BR>※残業は月１０〜２０時間程度と少なめです<BR>※休憩は４５分です。,0,0,1,神奈川県横浜市戸塚区,5,1
0,,0,8:45〜17:30　<BR>※残業はほとんどありません。<BR>※繁忙時期有<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市西区,5,1
0,,0,8:45〜17:30　<BR>※残業はほとんどありません。<BR>※繁忙時期有<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市西区,5,1
1,,0,9:00〜18:00　<BR>※残業は月１０〜２０時間程度と少なめです<BR>※休憩は６０分です。,0,0,1,神奈川県川崎市幸区,3,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,京都府京都市下京区,4,1
0,,0,8:45〜17:45　<BR>※残業は月１０〜２０時間程度と少なめです。<BR>※休憩６０分。,0,0,1,埼玉県さいたま市桜区,5,1
0,,0,8:45〜17:45　<BR>※残業は月１０〜２０時間程度と少なめです。<BR>※休憩６０分。,0,0,1,埼玉県さいたま市桜区,5,1
0,,0,9:00〜17:30　<BR>※休憩は６０分です。,0,0,0,兵庫県神戸市中央区,5,1
0,,1,9:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,埼玉県和光市,1,1
1,,0,8:30〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は計６０分です。,0,0,0,愛知県名古屋市瑞穂区,3,1
0,,0,9:00〜17:30　<BR>※繁忙時期あります。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市西区,5,1
0,,0,9:00〜17:30　<BR>※繁忙時期あります。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市西区,5,1
0,,0,10:00〜19:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,福岡県福岡市博多区,4,1
0,正社員,0,9:00〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は計７５分です。,1,1,0,富山県富山市,5,1
0,正社員,0,9:00〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は計７５分です。,1,1,0,富山県富山市,5,1
1,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市保土ケ谷区,2,1
1,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,神奈川県横浜市保土ケ谷区,2,1
1,,0,8:30〜17:20　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,茨城県潮来市,1,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,静岡県牧之原市,3,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,静岡県牧之原市,3,1
0,,1,10:00〜16:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,大阪府大阪市北区,1,1
